Price,Close,High,Low,Open,Volume
Ticker,AMAT,AMAT,AMAT,AMAT,AMAT
Date,,,,,
2000-02-24,33.4866943359375,34.079782927718405,32.61987254795002,32.89360574415659,27143200
2000-02-25,31.44512176513672,33.82888326274774,31.205605059635136,33.52093321281713,26224800
2000-02-28,32.277713775634766,32.711124773328805,30.498447574575042,31.707436147089982,34048000
2000-02-29,33.38406753540039,33.669206479160216,32.77957297462956,32.84800632113192,27234400
2000-03-01,33.69200134277344,33.85167907425578,33.11031817808777,33.48670140229614,19686000
2000-03-02,32.942081451416016,34.10259622253402,32.89360786146759,33.441074289120316,17372800
2000-03-03,34.80974578857422,34.85536799799568,33.55513502948406,33.64637944832698,23431200
2000-03-06,33.577945709228516,35.288778540880784,33.13312917299893,34.889584213495255,21448400
2000-03-07,33.60075759887695,34.980829448661105,33.4867020741014,33.98854638311382,24902800
2000-03-08,32.73393630981445,33.8973026873758,31.581975484974294,33.84597770013045,32934800
2000-03-09,34.72991180419922,34.76412846607528,31.764467774940826,32.57426210600754,22627200
2000-03-10,35.23175811767578,35.938902502038324,34.1140137681995,34.327867916696235,24828800
2000-03-13,34.29650115966797,34.85537331025783,33.669195684516076,33.84883316149139,27823600
2000-03-14,32.61989212036133,35.08349236441659,32.56856711527684,34.9466256841913,34925200
2000-03-15,31.239822387695312,32.984872707270846,30.74938340899108,32.64270597794231,50149200
2000-03-16,32.095237731933594,33.12173787261377,29.74569296548785,31.935559932272234,31674000
2000-03-17,34.98653793334961,35.24316290596587,32.825185386203806,32.893618712234804,25240600
2000-03-20,34.307899475097656,35.585321264064056,33.98854402785606,34.741310439211254,22011400
2000-03-21,35.7678108215332,36.08716627529689,33.5779448528679,34.46757790263818,19909400
2000-03-22,38.23143005371094,38.36829674841396,35.40285169651514,35.7450184332727,18566000
2000-03-23,37.38741683959961,39.87382833167793,37.227739037356045,38.04893916318008,19089600
2000-03-24,38.98419952392578,40.14756650796336,37.77521030522007,38.482354942576244,21554800
2000-03-27,39.62291717529297,40.14757295827036,38.50517224634112,39.394805965302794,14457400
2000-03-28,37.25056076049805,39.50886174965255,36.86277170175435,39.37199502303713,18758600
2000-03-29,35.33441162109375,37.47865609648614,35.08348939524996,37.4558449850458,22673800
2000-03-30,33.94294357299805,35.76783301240655,31.844320717678276,34.53603264080581,28126400
2000-03-31,34.399173736572266,35.38005203277426,32.16368366615842,34.307929243902315,34750400
2000-04-03,32.57426071166992,35.31159354458336,31.753060861795888,34.8781825127054,25758400
2000-04-04,35.813438415527344,36.58901606274259,31.02310588860967,34.079794262928566,47590600
2000-04-05,38.026123046875,40.238800872637974,35.037867426514694,35.12911187293791,43664400
2000-04-06,38.938568115234375,40.60377928829361,38.0945569727249,38.87013477935523,27906400
2000-04-07,41.92683029174805,41.97245252275104,39.098251969562654,39.417607586583586,24500600
2000-04-10,37.72957229614258,41.835571699592194,37.68395008054869,41.744327268404426,31959600
2000-04-11,38.18580627441406,40.60378444949644,36.38372820053192,37.136494990887755,38127000
2000-04-12,35.60814666748047,39.691335811285086,34.718513278606835,39.07543577283411,38652400
2000-04-13,32.4830322265625,37.31898927152827,32.46022110842587,36.86276690879564,50301000
2000-04-14,29.312288284301758,32.23211155308824,28.468276870668166,32.23211155308824,56500800
2000-04-17,35.26598358154297,35.28879469640813,28.81043807470166,29.60882709498239,42170400
2000-04-18,36.86275100708008,36.908373223672996,34.672884610619874,35.40284007610661,35026800
2000-04-19,33.39547348022461,37.22774092877498,32.89362893339064,37.2049298130098,26403600
2000-04-20,33.988563537597656,34.65008591517506,33.076118878870204,34.171052469343145,22046200
2000-04-24,33.304229736328125,33.577963131421235,31.02311811055223,32.20929615595569,27603800
2000-04-25,34.78694534301758,35.42565647062708,33.71482309310163,34.216667550509094,29233200
2000-04-26,33.00768280029297,36.49778333135366,32.77957165447201,34.992249768935324,28792400
2000-04-27,36.61185073852539,37.318995519144885,32.34617093285296,32.5286599084967,34258200
2000-04-28,37.1592903137207,38.664823254608095,36.68025710525653,37.56989020668999,28244800
2000-05-01,36.47495651245117,38.2314115790295,35.904678893432234,37.84362279809662,23929400
2000-05-02,35.08348846435547,37.68395509955477,35.037866242685304,36.17842178443939,20796400
2000-05-03,34.49039840698242,35.22035392882332,32.8479984828404,34.855376167902875,25262400
2000-05-04,35.67658233642578,36.08718238889104,34.21667103877153,35.31160451201222,30632800
2000-05-05,37.182106018066406,37.54708374585111,36.58901721041627,36.70307275034899,28783400
2000-05-08,34.92380142211914,37.59270068168017,34.65006816472826,36.70306759515982,30611800
2000-05-09,33.07612609863281,35.6309717007341,32.939259369948815,35.425671607708104,34374200
2000-05-10,30.886234283447266,32.93923360804864,30.475634418526994,32.779555882801866,65727200
2000-05-11,31.114364624023438,31.66183145025259,29.129797378942765,30.293164384679713,79712400
2000-05-12,30.817798614501953,32.6654978652604,30.56687649402858,31.684620485228134,28628000
2000-05-15,32.4830322265625,32.4830322265625,29.791320286440044,30.84063172072507,21820800
2000-05-16,33.92011642456055,34.39914967601702,32.66550552788884,33.51521927154377,30442200
2000-05-17,32.711124420166016,34.30790176285194,32.66550221037499,33.16734651807628,27816000
2000-05-18,31.023107528686523,33.12172950856826,30.9546742032556,33.053296183137334,21185800
2000-05-19,29.266651153564453,31.205595306372697,28.924484538362996,30.840617583491145,36998000
2000-05-22,28.947294235229492,29.563194112574802,26.141528127323088,29.47194968630142,49372200
2000-05-23,26.232786178588867,29.31228716477104,26.095919468091882,28.513898020205293,41466800
2000-05-24,28.627946853637695,29.175413566376584,25.115035446896496,26.32402443752821,51908600
2000-05-25,27.98923110961914,30.658130897577934,27.373331158551725,28.924486590869655,41084600
2000-05-26,27.122419357299805,28.833253210788016,26.574952524183576,28.188839125974123,22055800
2000-05-30,31.000274658203125,31.0687079355943,28.26294356255605,28.376999024874678,28432400
2000-05-31,30.475645065307617,32.02680065246399,30.315967284276812,30.931867296824198,33103800
2000-06-01,32.02680587768555,32.57427264482547,31.205605726975662,31.388094649355637,26072000
2000-06-02,34.148231506347656,34.85537591295873,33.714820418424736,34.58164259427057,28359600
2000-06-05,34.17102813720703,34.855361143960174,32.84798432415095,33.39545072955347,24246800
2000-06-06,32.597076416015625,34.69569855056667,32.48302086522481,34.03417635597992,20784000
2000-06-07,34.148231506347656,34.23947594591038,32.64269825356279,32.98486490192299,20223000
2000-06-08,33.82889938354492,34.94664454186839,33.304243492903296,34.6272887823474,14845800
2000-06-09,34.627262115478516,34.90099541283408,34.19385106133221,34.87818430472111,14519200
2000-06-12,33.23578643798828,34.67288633201249,33.030486453127686,34.67288633201249,11968600
2000-06-13,33.623573303222656,33.806062167826305,32.483017899449834,33.21297335786444,19829800
2000-06-14,31.410903930664062,33.76044866912332,31.38809281669844,33.69201532722645,20298600
2000-06-15,32.277713775634766,32.61988035276164,31.433702885388488,31.627597279093713,24216800
2000-06-16,33.96574401855469,34.17104401598047,31.775877379346326,32.916432920600684,30451000
2000-06-19,35.22035598754883,35.26597821033062,33.076111516804275,33.62357819018586,23073000
2000-06-20,35.106319427490234,35.950331005669014,34.49041908665707,35.380052912304976,25563800
2000-06-21,35.745018005371094,35.790640236392626,34.307917728192805,34.518920546667395,19088400
2000-06-22,34.262298583984375,35.69939899063618,34.21667634885257,35.60815452037257,16083400
2000-06-23,33.121734619140625,34.672890234913055,32.9392457231674,34.58164578692644,17044800
2000-06-26,32.6655158996582,33.714827164591355,32.55146032738286,33.714827164591355,16529000
2000-06-27,32.16366958618164,33.304225245266096,31.66182509618448,32.89362520799569,18507600
2000-06-28,33.053314208984375,33.94294792475414,31.981191525877218,32.5970917906409,19140600
2000-06-29,32.50583267211914,33.190165991532176,31.981177127235817,32.66551044664885,17770200
2000-06-30,33.07612609863281,33.53234852757947,32.254925726528825,32.30054796942349,14952200
2000-07-03,33.783241271972656,33.806052373439215,33.07609712650935,33.14453043090903,5489000
2000-07-05,30.45282554626465,32.66550275824043,30.20190338820554,32.66550275824043,42006800
2000-07-06,31.639007568359375,31.935551979598504,30.15628551216373,30.817807660312557,34004200
2000-07-07,32.68832015991211,33.19016457269513,32.30053129548887,32.597075721224286,20448200
2000-07-10,32.34614944458008,33.55513810506156,31.023105250090907,31.912738415350866,31365800
2000-07-11,31.753068923950195,33.21298013884446,31.479335571157524,32.551457869595495,30018200
2000-07-12,32.4830322265625,33.212988006934694,32.02680986382988,32.39178775401597,21060600
2000-07-13,32.02680587768555,33.19017275785789,31.479339110545624,32.893628258990425,20505000
2000-07-14,32.36896896362305,32.825191218219565,31.889935596296702,32.619891203651136,15457800
2000-07-17,34.307899475097656,34.49038830209286,32.36895568827365,32.414577895022454,27972400
2000-07-18,32.437400817871094,34.034178635909754,32.254911924380956,33.53233417881189,26230000
2000-07-19,31.639007568359375,32.3005297165082,31.1599742886654,32.23209639083763,19475000
2000-07-20,30.361576080322266,32.55144182315542,29.700054137174746,31.912730981495752,36380400
2000-07-21,28.513887405395508,29.882554000854494,28.39983185577393,29.85974289093018,37719800
2000-07-24,29.380720138549805,30.013728666379585,28.513897649990106,29.175420075469876,30314400
2000-07-25,30.840625762939453,30.977492445319363,29.58601450779029,29.97380344120003,22657000
2000-07-26,29.882553100585938,30.43001972227606,29.06135316805075,30.201908629905176,38999400
2000-07-27,27.122419357299805,29.357908925857735,26.917119294881218,29.175419981485657,46770600
2000-07-28,27.008358001708984,28.240158113273413,26.27840238004117,27.624258057491197,44715000
2000-07-31,27.69269561767578,28.28578465067378,26.597762018294862,27.39615110117678,27353600
2000-08-01,27.213661193847656,28.19453917484971,26.962738919637825,28.126105827337938,20918000
2000-08-02,26.48369598388672,28.26296238073699,26.438073768582864,27.25927364405222,24667800
2000-08-03,25.1834659576416,26.278399260147758,23.63231044575788,24.17977709701096,85582400
2000-08-04,24.727237701416016,26.09590399485233,24.065715659588466,26.004659575289907,44510600
2000-08-07,25.525636672973633,25.91342561259879,24.738653236675518,25.160658847444072,35847800
2000-08-08,25.75374984741211,26.187161049450047,25.206283065890506,25.95904989048271,25573800
2000-08-09,26.324018478393555,27.190840577335457,26.278396262659772,26.734618419997616,51365400
2000-08-10,25.27471160888672,26.711811637189843,24.978167158601945,25.981856067258096,59778600
2000-08-11,25.251909255981445,25.52564268965062,24.2710311186669,25.115042539146856,26844200
2000-08-14,27.304901123046875,27.396145571244194,25.365956598853906,25.52563438319921,29753200
2000-08-15,28.399816513061523,28.764794074675166,27.48737260902742,27.510183706628272,36303600
2000-08-16,29.540390014648438,29.85974558237437,28.83324554325531,28.878867767216157,39106800
2000-08-17,30.658124923706055,30.749369343121845,29.0157253742218,29.551786338289578,30543400
2000-08-18,30.635324478149414,31.433713425830152,30.29315778628624,30.909057831639952,25606400
2000-08-21,29.72287368774414,30.931862410269417,29.380707068161513,30.931862410269417,21050600
2000-08-22,29.928178787231445,30.6125121436468,29.403523213979675,30.06504545851452,18029800
2000-08-23,31.18280029296875,31.205611412422275,29.65445528958257,29.745699767396673,22927200
2000-08-24,31.2283992767334,31.775865735931063,30.794988329868584,31.114343764400555,22519600
2000-08-25,30.909048080444336,31.502136825899353,30.29314822939489,31.22270078236766,17622200
2000-08-28,30.361576080322266,31.205586835372547,30.04222065949243,30.88623141454271,16419800
2000-08-29,31.045930862426758,31.29685315448164,30.110675046585833,30.452841808478855,16403000
2000-08-30,30.794998168945312,31.251220364040798,30.384398193359374,30.954675937228732,14924200
2000-08-31,31.50214195251465,31.98117524795477,30.36158648718103,31.0459197663812,21352800
2000-09-01,30.95467758178711,32.43739979462142,30.544077584386837,32.003988686254466,20142200
2000-09-05,30.817798614501953,31.20558734614261,30.47563208658372,30.61249869775101,14226400
2000-09-06,29.061351776123047,31.023107076552073,28.833240694677812,30.156284967060177,27470400
2000-09-07,29.3350887298584,29.79131094960736,28.42264429036047,29.129788730971363,29233400
2000-09-08,27.555816650390625,28.878860827313353,27.373327798401284,28.81042750781735,28132400
2000-09-11,27.441776275634766,28.627954468762788,26.917120536366603,27.53302075202923,29783000
2000-09-12,26.164350509643555,27.692695308376003,26.004672694850612,27.418961911588102,29049400
2000-09-13,27.008358001708984,27.373335812542887,25.5940689847276,25.753746776967436,23082000
2000-09-14,27.350515365600586,27.920793000412942,27.00834878471317,27.692681946487998,17110800
2000-09-15,26.689006805419922,27.327718079395783,26.02748441451635,26.985551325480145,23178200
2000-09-18,26.369632720947266,27.624243274279532,26.095899509311135,26.848665841310495,22940600
2000-09-19,28.080486297607422,28.148919651703945,26.369652445194298,26.74033311321714,19357600
2000-09-20,28.468259811401367,28.741993078818687,27.1908378967872,28.126093227129715,26743600
2000-09-21,26.825864791870117,27.82955361061356,26.643375915734946,27.647064734478388,27943800
2000-09-22,25.54843521118164,25.54843521118164,24.499124479293823,24.886913228034974,57980000
2000-09-25,24.613189697265625,26.363942532543785,24.2938341312214,26.11872308004554,31486400
2000-09-26,23.883224487304688,25.046590723075976,23.70073566600723,24.658801977818882,30867400
2000-09-27,23.312957763671875,24.31664674762644,22.765491045151204,24.22540229453966,30308600
2000-09-28,23.312957763671875,23.746368915834072,22.65143547879273,22.99360217786815,45936800
2000-09-29,21.647743225097656,23.084843144150504,21.254251580595092,22.8909487106275,30596800
2000-10-02,20.689682006835938,22.24083787945429,20.621248659514542,22.17240453213289,32499400
2000-10-03,18.841978073120117,20.324700318583563,18.79635585018278,20.301889207114897,58056800
2000-10-04,19.777240753173828,20.073785308873088,18.841984846737695,18.864795966406867,54834400
2000-10-05,19.389448165893555,19.891292706657858,18.887603625129252,19.623262099658742,31700800
2000-10-06,19.777240753173828,19.982540830196392,18.978851564752738,19.343829479459522,29797800
2000-10-09,20.347503662109375,20.872159025594257,18.841970879935364,19.61754837378258,27575000
2000-10-10,17.906719207763672,19.868474433072812,17.747041456866416,19.800041111259702,63710400
2000-10-11,18.81917381286621,19.708807484019886,17.701428943980822,17.79267342307351,55357800
2000-10-12,17.541744232177734,20.119399756541952,17.518933121342652,19.75442198318065,61434600
2000-10-13,19.52631187438965,19.845667442428734,17.427689570132816,17.518934018143984,42156800
2000-10-16,17.792661666870117,19.435061205350436,17.51892841045673,19.435061205350436,43362200
2000-10-17,16.24151611328125,17.88391661911868,15.55718256918232,17.83829438284542,68802400
2000-10-18,15.35188102722168,16.515247940131495,14.781603128736476,16.013403389464514,62903000
2000-10-19,18.43137550354004,18.5682421533188,16.46962019004444,16.788975706194886,36957600
2000-10-20,18.43137550354004,18.956030994358628,17.587364496571002,17.952342229314368,34624000
2000-10-23,19.503496170043945,20.210640475624487,18.750729651200146,18.887596290989926,31986800
2000-10-24,18.043590545654297,19.00165730029081,17.655801621158567,18.887601734262653,36123600
2000-10-25,17.792661666870117,18.773539169018086,17.450495096353386,17.975150504479043,31551200
2000-10-26,19.366640090942383,19.4806956862954,17.61018392250591,18.020784065776777,35815600
2000-10-27,17.564550399780273,19.754416423648983,16.9486505805672,19.526305379495994,48353600
2000-10-30,18.11202049255371,18.97884263199583,17.564553878169214,17.792664967496087,26394400
2000-10-31,19.389448165893555,19.708803782743566,18.385759084364945,18.545436892789954,28096000
2000-11-01,18.705108642578125,19.024464155987996,17.2223866160323,17.47901158216523,48605400
2000-11-02,18.978832244873047,19.252565402251022,18.340121544324436,18.7507212803914,28655800
2000-11-03,18.043590545654297,18.65949060220634,17.92953497962614,18.63667948900071,22567000
2000-11-06,17.99796485900879,18.408564817769445,17.587364900248133,18.38575370894941,22935400
2000-11-07,17.108333587646484,17.929533599853517,16.94865580749512,17.792666931152343,23954600
2000-11-08,15.853726387023926,17.359260115863606,15.808104152816663,17.336448998759977,27483000
2000-11-09,15.830911636352539,16.606489439862607,14.82722271416304,14.941278273502757,43215200
2000-11-10,14.941276550292969,15.557176499694357,14.827221004107527,15.488743171983092,24541800
2000-11-13,14.690360069274902,15.44312696723464,14.051648761915123,14.439437769954989,42217600
2000-11-14,15.123767852783203,15.739667901086593,14.758790046381197,15.420312320484836,32582000
2000-11-15,15.602789878845215,16.05901180512724,14.781590411537573,15.579978782531114,51677800
2000-11-16,15.192193984985352,16.309937986883675,14.992596841789224,15.739660434894734,56447200
2000-11-17,15.009712219238281,15.55717892632296,14.439434399358408,15.055334444828672,27556400
2000-11-20,15.009712219238281,15.69404560309413,14.599112188924773,14.827223316876722,31736000
2000-11-21,15.443117141723633,15.785283695823862,14.599106308276404,15.169383898443451,31953600
2000-11-22,15.420312881469727,16.33275743066912,15.237823971629847,15.283446199089818,28939400
2000-11-24,17.039901733398438,17.131146187124802,15.967779402113663,16.1274571961348,15322800
2000-11-27,16.10464096069336,17.74704060540996,15.876529898927163,17.31362958805419,33818800
2000-11-28,14.986899375915527,16.332754875426968,14.78159938446463,16.05902155349244,42089800
2000-11-29,15.67123031616211,15.944963596793762,14.633324960433761,14.872841580986456,31265600
2000-11-30,14.758794784545898,15.351883910354545,14.211327899184074,14.804417024992718,43300600
2000-12-01,14.07445240020752,15.146574382070977,13.869152446233667,15.00970774608841,45568600
2000-12-04,14.051640510559082,14.667540338132287,13.59541841606041,14.370995976708151,26387000
2000-12-05,16.10464096069336,16.150263173046596,14.553485740683232,14.553485740683232,36437800
2000-12-06,14.804408073425293,16.24150777854978,14.781596966994744,16.104641139966496,27286800
2000-12-07,14.599108695983887,15.329064130783081,14.165697656571865,14.530675373971462,18068000
2000-12-08,16.127450942993164,16.287128675102007,15.579984432905702,15.602795537492678,35257400
2000-12-11,18.591053009033203,18.705108548965924,15.739664510715228,16.05902002252684,53267200
2000-12-12,16.606487274169922,17.67860939214518,16.58367616527683,17.541742738786635,46881200
2000-12-13,15.579994201660156,16.674927908365408,15.35188301276323,15.899349866115855,50808200
2000-12-14,14.735979080200195,15.96777918907142,14.644734627691216,15.488745813399277,27217600
2000-12-15,14.41662311553955,14.872845366031308,14.028834202621555,14.810114806588691,41916800
2000-12-18,14.507871627807617,15.260638551891974,14.302571557602793,14.827227292570678,27995600
2000-12-19,14.234129905700684,15.55147125514654,14.188507694464462,14.553485384354223,39042400
2000-12-20,13.800722122192383,14.097266564487425,13.321688792331159,13.96039989881279,37993200
2000-12-21,12.911086082458496,14.667541256220517,12.454863959403426,13.755097010110376,51531200
2000-12-22,14.097268104553223,14.256945898617742,13.00233465953938,13.367312474543994,49522800
2000-12-26,13.869155883789062,14.34818922845941,13.572611432326468,14.12007811194972,19362200
2000-12-27,14.439430236816406,14.553485767912901,13.595419306702334,13.73228594401813,36422400
2000-12-28,14.393818855285645,14.918474693116975,13.960407510990196,14.599118965741383,29986800
2000-12-29,13.937585830688477,14.735974544394036,13.869152512370857,14.051641361217841,25401200
2001-01-02,14.41662311553955,14.96408981612966,13.86915641494944,14.165700877769083,38484000
2001-01-03,18.11202049255371,18.180453819351772,14.23413197399687,14.256943082929558,67596400
2001-01-04,16.195892333984375,18.294515002613338,15.899347826460717,17.473314827932438,96405800
2001-01-05,15.579994201660156,16.811794621703566,15.488749726101386,16.424005600578788,44271200
2001-01-08,16.697736740112305,16.743358971642667,15.30625867843628,15.488747604557727,47549000
2001-01-09,15.876534461975098,17.01709009861124,15.5799899964497,16.994278985878516,43600000
2001-01-10,16.3327579498291,16.492435751014582,15.237824455985809,15.443124486081427,57989400
2001-01-11,16.92583656311035,17.15394756800402,15.739659337663266,16.173070246961238,75593400
2001-01-12,16.92583656311035,17.473302974855162,16.30993684989744,16.834592161152884,59513800
2001-01-16,16.218700408935547,16.743355977719677,15.739667063523948,16.743355977719677,42672000
2001-01-17,17.587366104125977,17.997966090992733,17.24519944840368,17.838288318322327,75288000
2001-01-18,18.271699905395508,18.340133238374516,17.131144355745352,17.518933242626403,58978800
2001-01-19,18.22606658935547,18.796344017057457,17.838277938518118,18.568233045976662,49209000
2001-01-22,17.86109733581543,18.1804528437355,17.51893072018678,18.1804528437355,32757400
2001-01-23,17.610177993774414,17.74704466211981,17.131144654565524,17.450500214038115,33189600
2001-01-24,18.11202049255371,18.248887146149833,17.564553878169214,17.74704274963071,43990000
2001-01-25,17.792661666870117,18.134828237386852,17.610172829261195,17.88390608567458,34780000
2001-01-26,17.473312377929688,17.655801280049058,17.17676791198571,17.245201250280473,40658800
2001-01-29,18.31731605529785,18.545427089610403,17.313627504322625,17.404871918047647,22680600
2001-01-30,19.138526916503906,19.685993717452764,18.340137831786816,18.477004532024033,51582600
2001-01-31,18.362945556640625,19.275390056349476,18.294512219162463,18.61386779406056,67726000
2001-02-01,18.454185485839844,18.65948544798145,18.089207775365878,18.385752165125975,25992600
2001-02-02,17.427690505981445,18.84197952610036,17.382068279526,18.59105728059539,24192200
2001-02-05,16.720542907714844,17.062709542934112,16.064723523544583,17.039898433919493,32440600
2001-02-06,16.74334716796875,17.199569161646373,16.35555847334277,16.492425071446057,25638000
2001-02-07,16.3327579498291,17.01709138348116,15.694046745087181,16.65211355220006,34065000
2001-02-08,15.465930938720703,16.720541855578578,15.397497615983001,15.967775305463853,37558000
2001-02-09,15.557182312011719,16.44681590463409,15.329071134416239,15.465937840973528,32504200
2001-02-12,16.059024810791016,16.424002647399902,15.403205260634422,15.625613629817963,28449600
2001-02-13,15.055341720581055,16.424009149724785,14.964097225304805,16.24152015917229,42626000
2001-02-14,17.085514068603516,17.404869471754985,15.329059351270445,15.329059351270445,95765800
2001-02-15,18.043590545654297,18.477001696561288,17.313634923074098,17.427690489102254,55611800
2001-02-16,17.604473114013672,17.786961983352327,16.94865373982787,17.35925369583985,44393600
2001-02-20,16.76616859436035,17.883913167317708,16.74335748062653,17.655802029979473,30658000
2001-02-21,17.017091751098633,18.1120252685956,16.24151384287162,16.24151384287162,44030400
2001-02-22,17.085514068603516,18.157635779183444,16.515236562975897,17.153947369278832,55033600
2001-02-23,17.496124267578125,17.518935381355934,16.08183521335408,17.245202016022247,43567200
2001-02-26,17.450490951538086,17.67860194436865,16.49242478164972,17.336435455122807,41063200
2001-02-27,16.42400360107422,17.587370522816975,16.247217451201546,17.518937174479166,33839000
2001-02-28,15.420312881469727,16.33275743066912,14.96409060687003,16.33275743066912,54211000
2001-03-01,16.54376220703125,16.560870544370477,14.256947782688082,14.735981228186402,59979000
2001-03-02,16.51524543762207,17.747045511698854,15.420312038442708,15.944967625549486,57782800
2001-03-05,17.35926055908203,17.79267179511693,16.971471558419225,17.153960499907605,31657400
2001-03-06,18.180456161499023,18.796356182026596,17.975156154656503,17.975156154656503,49780000
2001-03-07,18.180456161499023,18.294511720855983,17.7014228121998,18.203267273370415,32729400
2001-03-08,18.362945556640625,18.659490019046004,17.952345531771645,18.180456656698855,39895400
2001-03-09,17.062715530395508,18.0664046792423,16.81749602243862,17.838293509049848,39161200
2001-03-12,16.903032302856445,17.975154459717785,16.218699011242826,16.423998998726912,62891000
2001-03-13,17.473312377929688,17.74704573110874,16.424001190743308,17.245201250280473,59122800
2001-03-14,17.587366104125977,18.112021642900164,16.83459946153693,16.83459946153693,65924000
2001-03-15,16.834598541259766,18.180453980195168,16.606487449914784,18.072101211806302,51877000
2001-03-16,16.150272369384766,16.743361467695507,15.899350058560993,16.287139084379554,49853000
2001-03-19,17.017091751098633,17.19958067068146,15.78529154391455,16.173080498028057,33790600
2001-03-20,15.625608444213867,17.336441485551152,15.625608444213867,17.245197056679828,49228000
2001-03-21,16.37837028503418,16.92583670124702,15.716848365443663,15.944959372199014,55704600
2001-03-22,18.043590545654297,18.089212772065558,16.78897931934458,16.78897931934458,72147800
2001-03-23,18.34013557434082,19.12711900383679,17.63299104348937,18.77924951688567,75522800
2001-03-26,17.99796485900879,18.591053688329737,17.67860933552828,18.545431470689664,38070400
2001-03-27,18.56824493408203,18.773544939495714,17.47331157187572,17.701422689002033,61994000
2001-03-28,17.40487289428711,18.79635028164165,17.29081737073346,18.134828245030477,64506000
2001-03-29,16.62929344177246,18.020770670782227,16.104638093129434,17.176759892530402,68583600
2001-03-30,15.876534461975098,16.309945603896832,15.420312207320642,16.264323378431385,55185800
2001-04-02,14.599108695983887,16.104641780257225,14.18850876390934,15.830908492207527,68607800
2001-04-03,14.644731521606445,15.237820337123217,14.239834349474803,14.644731521606445,71894800
2001-04-04,13.800722122192383,14.713166560023284,13.344499903276931,14.576299894348647,77680000
2001-04-05,15.420312881469727,15.648424018769575,14.479354440107853,14.553490559730305,60970000
2001-04-06,14.599108695983887,15.351875238120556,14.23413097858429,15.055330842733383,57693400
2001-04-09,14.168437957763672,14.683056595464958,13.412934029910295,14.599111869290116,53408400
2001-04-10,15.602789878845215,16.05901180512724,13.967690662123902,14.29252045087209,61105000
2001-04-11,16.799928665161133,17.84741601449995,16.424001954835575,17.329146784384037,77195200
2001-04-12,18.05545997619629,18.216049776036453,16.424008063068428,16.551749791091236,55331200
